DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
111616685,09/22/2011 12:00:00 AM,09/21/2011 12:00:00 AM,2330,16,Foothill,1623,1,210,ROBBERY,0334 0330 0337 0344 0355 0448 0449 0916 1311 1402,21,F,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,210,998,,,RALSTON,PIERCE,34.2652,-118.4179
111505790,02/03/2011 12:00:00 AM,02/03/2011 12:00:00 AM,2310,15,N Hollywood,1515,1,210,ROBBERY,0342 0432 0906 0916,28,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,,,,6600    LANKERSHIM                   BL,,34.1903,-118.3877
111612014,06/17/2011 12:00:00 AM,06/17/2011 12:00:00 AM,1315,16,Foothill,1601,1,210,ROBBERY,0330 0355 0408 0416 0418 0906 0916 1414 1814 2000,26,F,B,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,510,,,12900    EUSTACE                      ST,,34.285,-118.4135
210916558,11/16/2021 12:00:00 AM,11/14/2021 12:00:00 AM,0300,09,Van Nuys,0914,1,210,ROBBERY,1822 0330 0355 0354 0334 0344 0916 1300 1402,33,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,VANOWEN                      ST,KESTER                       AV,34.1939,-118.4574
210200890,09/11/2021 12:00:00 AM,09/10/2021 12:00:00 AM,2350,02,Rampart,0266,1,210,ROBBERY,0342 1310 0302 0334 1822 0916,21,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,8TH                          ST,UNION                        AV,34.0524,-118.2722
210313821,08/01/2021 12:00:00 AM,08/01/2021 12:00:00 AM,1350,03,Southwest,0356,1,210,ROBBERY,0906 1816 1419 1822 0342 0446 0344 1309 2024 0916,47,M,B,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,3700 S  WESTERN                      AV,,34.0208,-118.3089
210309156,04/22/2021 12:00:00 AM,04/21/2021 12:00:00 AM,2125,03,Southwest,0351,1,210,ROBBERY,0342 0344 0431 0916 1266 1300 1402 1822 0906 0917,66,M,O,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,210,,,,5000    OBAMA                        BL,,34.0215,-118.3525
210411699,08/12/2021 12:00:00 AM,08/12/2021 12:00:00 AM,0100,04,Hollenbeck,0473,1,210,ROBBERY,0906 0418 0916 1309 1311 0202,20,F,H,101,STREET,113,SIMULATED GUN,AA,Adult Arrest,210,910,,,FICKETT,7TH                          ST,34.0376,-118.2166
210215742,10/06/2021 12:00:00 AM,10/06/2021 12:00:00 AM,1130,02,Rampart,0256,1,210,ROBBERY,0916 1822 0216 1266 0377 0334 1309 0344 1310,21,F,B,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,510,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
210122329,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,0950,01,Central,0131,1,210,ROBBERY,0344 0334 0302 1300 2004 1822 0916 1402,35,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,998,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
210807710,04/03/2021 12:00:00 AM,04/03/2021 12:00:00 AM,1630,08,West LA,0805,1,210,ROBBERY,0916 1302 1317 0344 1300 1822,25,M,B,301,GAS STATION,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,210,,,,800 N  SEPULVEDA                    BL,,34.0778,-118.4695
210715777,11/19/2021 12:00:00 AM,11/19/2021 12:00:00 AM,0325,07,Wilshire,0722,1,210,ROBBERY,1822 0344 1300 0916 0444 1402,51,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,8400 W  3RD                          ST,,34.073,-118.3732
210616098,09/19/2021 12:00:00 AM,09/19/2021 12:00:00 AM,0130,06,Hollywood,0637,1,210,ROBBERY,1822 0305 0334 0337 1309 0449 0443 0344 1310 0916,41,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,LAS PALMAS,YUCCA,34.103,-118.3225
210117976,10/03/2021 12:00:00 AM,10/03/2021 12:00:00 AM,1645,01,Central,0153,1,210,ROBBERY,2004 0344 1822 0916,52,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,5TH                          ST,HILL                         ST,34.0488,-118.2518
210813924,09/11/2021 12:00:00 AM,09/11/2021 12:00:00 AM,0310,08,West LA,0824,1,210,ROBBERY,0916 0400 0330 0416 0408 1822,34,M,A,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,100 W  CHANNEL                      RD,,34.0283,-118.5194
211007959,05/13/2021 12:00:00 AM,05/13/2021 12:00:00 AM,1910,10,West Valley,1045,1,210,ROBBERY,1402 1822 0344 0400 0916 1300 2002 2049 2051,49,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,VICTORY                      BL,YARMOUTH                     AV,34.1758,-118.5247
211109440,06/09/2021 12:00:00 AM,06/09/2021 12:00:00 AM,2050,11,Northeast,1145,1,210,ROBBERY,1822 0916 0334 0216 1302 1309 3004 0340,50,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,STADIUM                      WY,RIVERSIDE                    DR,34.0956,-118.2447
210516721,12/03/2021 12:00:00 AM,12/03/2021 12:00:00 AM,0430,05,Harbor,0567,1,210,ROBBERY,0337 0334 0344 0330 1300 1202 2021 0913 0421 0916,61,M,W,101,STREET,304,CLUB/BAT,AA,Adult Arrest,210,,,,200 W  15TH                         ST,,33.7306,-118.2818
210509874,06/03/2021 12:00:00 AM,06/01/2021 12:00:00 AM,0500,05,Harbor,0513,1,210,ROBBERY,0344 0302 0334 2034 1310 0432 1822 0916,59,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,ANAHEIM                      ST,VERMONT                      AV,33.7821,-118.2975
210407383,04/06/2021 12:00:00 AM,04/06/2021 12:00:00 AM,0730,04,Hollenbeck,0491,1,210,ROBBERY,0916 1300 0302 1309 1302 1822,38,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,1500    RIO VISTA                    AV,,34.021,-118.2202
210216980,11/01/2021 12:00:00 AM,11/01/2021 12:00:00 AM,0055,02,Rampart,0271,1,210,ROBBERY,1822 0355 0334 0302 0344 0916,28,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,OLYMPIC,ALVARADO,34.0518,-118.2799
210714115,10/11/2021 12:00:00 AM,10/11/2021 12:00:00 AM,0118,07,Wilshire,0753,1,210,ROBBERY,1822 0916 0302 1300 0421,25,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,FAIRFAX                      AV,PACKARD                      ST,34.0534,-118.366
210309033,04/19/2021 12:00:00 AM,04/19/2021 12:00:00 AM,0630,03,Southwest,0394,1,210,ROBBERY,0432 1822 0334 0302 1300 0344 0916 0330 0400 1202,72,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,210,,,,3RD                          AV,41ST                         DR,34.009,-118.3204
210406802,03/18/2021 12:00:00 AM,03/18/2021 12:00:00 AM,1700,04,Hollenbeck,0497,1,210,ROBBERY,0342 1309 0330 0344 0302 0334 1822 0916 0312,29,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,WASHINGTON                   BL,SOTO                         ST,34.0173,-118.22
211008586,06/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,0200,10,West Valley,1083,1,210,ROBBERY,2004 0334 0916 1300 0302 1402 0913 1817,21,M,H,101,STREET,102,HAND GUN,JA,Juv Arrest,210,998,,,19000    DORLON                       DR,,34.144,-118.5512
210320725,12/09/2021 12:00:00 AM,12/09/2021 12:00:00 AM,0030,03,Southwest,0376,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 0916 1816,20,X,X,101,STREET,,,IC,Invest Cont,740,,,,1400    ROLLAND CURTIS               PL,,34.0165,-118.3024
210206930,03/15/2021 12:00:00 AM,03/15/2021 12:00:00 AM,1425,02,Rampart,0218,1,210,ROBBERY,1202 0344 1300 0370 1822 0916 0330 1010 0400,62,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,1000 W  EDGEWARE                     RD,,34.0726,-118.2578
210107536,03/16/2021 12:00:00 AM,03/16/2021 12:00:00 AM,0440,01,Central,0109,1,210,ROBBERY,0916 1402 0444 0416 1822,61,M,A,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,PARK ROW                     DR,BUENA VISTA,34.0752,-118.2276
210113125,07/08/2021 12:00:00 AM,07/08/2021 12:00:00 AM,0030,01,Central,0129,1,210,ROBBERY,1822 0344 0400 0334 0916 1300 0319 1309,43,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,,,,400    CENTER                       ST,,34.0509,-118.2316
210907700,04/04/2021 12:00:00 AM,04/03/2021 12:00:00 AM,2325,09,Van Nuys,0914,1,210,ROBBERY,1822 1300 0330 0344 0355 0302 0916,20,F,H,104,DRIVEWAY,102,HAND GUN,AA,Adult Arrest,210,,,,6800    TOBIAS                       AV,,34.1939,-118.4521
210615716,09/11/2021 12:00:00 AM,09/10/2021 12:00:00 AM,2200,06,Hollywood,0645,1,210,ROBBERY,0432 0416 0906 1202 0418 0340 1312 1318 1310 0916,64,M,B,707,GARAGE/CARPORT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,230,761,910,1700    ORCHID                       AV,,34.103,-118.3402
210808222,04/16/2021 12:00:00 AM,04/16/2021 12:00:00 AM,1350,08,West LA,0853,1,210,ROBBERY,0330 0916 1822 1227 1606,27,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1700    COLBY                        AV,,34.0417,-118.4499
210213857,08/27/2021 12:00:00 AM,08/27/2021 12:00:00 AM,1145,02,Rampart,0201,1,210,ROBBERY,1310 1822 0319 0334 0344 1302 1311 0916,24,M,W,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,210,,,,VERMONT,WILLOWBROOK,34.0873,-118.296
210308721,04/13/2021 12:00:00 AM,04/13/2021 12:00:00 AM,1655,03,Southwest,0343,1,210,ROBBERY,0342 0344 0352 0432 0916 1309 1402 1822 2024,32,M,H,108,PARKING LOT,511,VERBAL THREAT,JA,Juv Arrest,210,,,,3700 S  LA BREA                      AV,,34.0199,-118.3608
211111106,07/23/2021 12:00:00 AM,07/23/2021 12:00:00 AM,1100,11,Northeast,1149,1,510,VEHICLE - STOLEN,0916 1300,0,X,X,301,GAS STATION,,,IC,Invest Cont,510,,,,5100 N  FIGUEROA                     ST,,34.1057,-118.2008
210507681,04/07/2021 12:00:00 AM,04/07/2021 12:00:00 AM,0001,05,Harbor,0526,1,210,ROBBERY,1822 0916 1206 0330 0342 0344 0400 0432 1302 1309,47,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,ANAHEIM                      ST,MARINE                       AV,33.7799,-118.2638
210704193,01/06/2021 12:00:00 AM,01/06/2021 12:00:00 AM,1530,07,Wilshire,0705,1,210,ROBBERY,1300 0344 1606 0916 1822,31,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,500 N  POINSETTIA                   PL,,34.0802,-118.3487
210119141,10/24/2021 12:00:00 AM,10/24/2021 12:00:00 AM,0300,01,Central,0144,1,210,ROBBERY,0916 0344 0400 1311 1822,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,400 S  MAIN                         ST,,34.0478,-118.2484
210509221,05/17/2021 12:00:00 AM,05/17/2021 12:00:00 AM,2330,05,Harbor,0563,1,210,ROBBERY,0330 0342 0344 0355 0416 0432 0913 0916 1309,18,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,13TH                         ST,GAFFEY                       ST,33.7324,-118.2924
210807201,03/20/2021 12:00:00 AM,03/19/2021 12:00:00 AM,2300,08,West LA,0847,1,210,ROBBERY,1822 0354 1420 1402 0916 0355 0302,62,M,O,104,DRIVEWAY,113,SIMULATED GUN,IC,Invest Cont,210,998,,,2200    PELHAM                       AV,,34.0444,-118.4254
210309540,04/29/2021 12:00:00 AM,04/29/2021 12:00:00 AM,0535,03,Southwest,0377,1,210,ROBBERY,1402 2021 0913 0416 0445 0916 0330 1300 0334,58,M,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,,,,1100 W  39TH                         PL,,34.0142,-118.2999
211013436,10/17/2021 12:00:00 AM,10/17/2021 12:00:00 AM,1115,10,West Valley,1015,1,210,ROBBERY,1402 1822 0416 0429 0916 0446 1300 0354 0906 1816,21,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,18100    SHERMAN                      WY,,34.2012,-118.5247
210811756,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,2000,08,West LA,0841,1,220,ATTEMPTED ROBBERY,0916 1300 0302 0355 1402 1822 0216,42,M,W,101,STREET,115,ASSAULT WEAPON/UZI/AK47/ETC,IC,Invest Cont,220,998,,,BROCKTON,TEXAS,34.0443,-118.4638
210908110,04/13/2021 12:00:00 AM,04/13/2021 12:00:00 AM,1250,09,Van Nuys,0941,1,210,ROBBERY,1402 0444 0330 1822 0916 1420,0,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
211112712,09/06/2021 12:00:00 AM,09/06/2021 12:00:00 AM,0300,11,Northeast,1125,1,210,ROBBERY,0916 0344 1310 1822,29,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,5000    YORK                         BL,,34.1214,-118.2063
210312703,06/29/2021 12:00:00 AM,06/29/2021 12:00:00 AM,1300,03,Southwest,0328,1,210,ROBBERY,1822 0334 1300 1402 0216 0344 0916 0330 0400,28,M,H,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,210,,,,32ND,SHRINE                       PL,34.0243,-118.2806
210509466,05/24/2021 12:00:00 AM,05/24/2021 12:00:00 AM,0645,05,Harbor,0529,1,210,ROBBERY,1300 0400 1822 0345 0344 0916 0342,54,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,ANAHEIM,HENRY FORD,33.7811,-118.2417
210314140,08/09/2021 12:00:00 AM,08/09/2021 12:00:00 AM,0110,03,Southwest,0363,1,210,ROBBERY,0916 1822 1317 0334 0330 0378 0344 1266 1302 0432,44,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,3600 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3351
210916892,11/25/2021 12:00:00 AM,11/25/2021 12:00:00 AM,0430,09,Van Nuys,0914,1,210,ROBBERY,0344 0916 1300 1218 1310 0330 0337 0334 0370 1822,57,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,7000    BURNET                       AV,,34.1984,-118.4624
210404191,01/06/2021 12:00:00 AM,01/06/2021 12:00:00 AM,1630,04,Hollenbeck,0487,1,210,ROBBERY,0400 0330 1822 0209 0444 0916 1402,32,M,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,1100 S  SOTO                         ST,,34.029,-118.219
210405974,02/24/2021 12:00:00 AM,02/24/2021 12:00:00 AM,0445,04,Hollenbeck,0461,1,210,ROBBERY,0916 1309 0344 0355 0334 1822,24,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,100 S  MYERS                        ST,,34.0476,-118.2288
210210137,06/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,1512,02,Rampart,0299,1,210,ROBBERY,0916 1315 1309 1822 2032 0344 0330 0202,47,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1600 S  HOOVER                       ST,,34.0407,-118.2766
211014276,11/07/2021 12:00:00 AM,11/07/2021 12:00:00 AM,2030,10,West Valley,1063,1,210,ROBBERY,0344 0416 1822 0916 1309 1311 0400 0330 0446 0354,28,M,O,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,18300    VENTURA                      BL,,34.1682,-118.5406
210107387,03/12/2021 12:00:00 AM,03/12/2021 12:00:00 AM,1620,01,Central,0143,1,210,ROBBERY,0916 1822 0400 0334 1302 0443 1317,26,F,B,101,STREET,113,SIMULATED GUN,AA,Adult Arrest,210,,,,200 W  5TH                          ST,,34.0488,-118.25
210617480,10/16/2021 12:00:00 AM,10/16/2021 12:00:00 AM,1920,06,Hollywood,0645,1,210,ROBBERY,1822 1300 1202 0400 0344 0432 1310 1311 0916 0448,91,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,1700 N  ORANGE                       DR,,34.1015,-118.3417
210619635,11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,0140,06,Hollywood,0646,1,210,ROBBERY,1822 1300 1309 1310 0400 0432 0334 0344 0352 0916,32,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,SELMA,WILCOX,34.0998,-118.331
210707799,04/18/2021 12:00:00 AM,04/18/2021 12:00:00 AM,2115,07,Wilshire,0725,1,210,ROBBERY,0344 0330 1240 0916 1310 0302 1606 1300 1822,47,F,W,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,210,,,,100 N  GARDNER                      ST,,34.0736,-118.3532
210206037,02/21/2021 12:00:00 AM,02/21/2021 12:00:00 AM,0540,02,Rampart,0216,1,210,ROBBERY,0916 1822 0342 1309 1314,21,M,H,101,STREET,515,PHYSICAL PRESENCE,AO,Adult Other,210,,,,MONTROSE                     ST,BONNIE BRAE                  ST,34.0747,-118.2686
210207105,03/19/2021 12:00:00 AM,03/19/2021 12:00:00 AM,1405,02,Rampart,0269,1,210,ROBBERY,0334 1302 1309 1310 1311 1822 0916 0202 0342 0432,29,M,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,,,,UNION                        AV,8TH                          ST,34.0524,-118.2722
210313174,07/18/2021 12:00:00 AM,07/18/2021 12:00:00 AM,0300,03,Southwest,0325,1,210,ROBBERY,1822 0342 0916 0305 0330 0448 1309,25,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2800 S  VERMONT                      AV,,34.0291,-118.2915
210609512,05/08/2021 12:00:00 AM,05/08/2021 12:00:00 AM,0530,06,Hollywood,0678,1,210,ROBBERY,0400 0416 1822 0344 0354 0377 0916 2047,15,M,A,108,PARKING LOT,304,CLUB/BAT,IC,Invest Cont,210,,,,800 N  WESTERN                      AV,,34.0848,-118.3091
211005346,02/14/2021 12:00:00 AM,02/13/2021 12:00:00 AM,2320,10,West Valley,1049,1,210,ROBBERY,0916 0906 0418 1822 0330 0515 0510 0522 0531 0334,32,F,H,101,STREET,205,KITCHEN KNIFE,AA,Adult Arrest,210,761,,,VICTORY,DEMPSEY,34.1866,-118.4756
210112757,06/30/2021 12:00:00 AM,06/27/2021 12:00:00 AM,2100,01,Central,0152,1,210,ROBBERY,0400 1302 1822 0916,42,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH                          ST,FIGUEROA                     ST,34.0494,-118.2599
210404242,01/07/2021 12:00:00 AM,01/05/2021 12:00:00 AM,0100,04,Hollenbeck,0497,1,210,ROBBERY,0916 1218 0302 0334 1302 1309 1311 1402 2004 1822,47,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,3000 E  WASHINGTON                   BL,,34.0161,-118.2152
210409524,06/11/2021 12:00:00 AM,06/10/2021 12:00:00 AM,2310,04,Hollenbeck,0423,1,210,ROBBERY,0916 0334 0302 1302 1309 1822,62,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,1900    SICHEL                       ST,,34.066,-118.2129
211106448,03/13/2021 12:00:00 AM,03/13/2021 12:00:00 AM,2330,11,Northeast,1125,1,210,ROBBERY,1419 1407 0913 1810 1206 1311 0330 0916 0344 0416,51,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,ARMADALE                     AV,YORK,34.1225,-118.212
210405334,02/06/2021 12:00:00 AM,02/06/2021 12:00:00 AM,1300,04,Hollenbeck,0469,1,210,ROBBERY,0916 0334 0302 0446 0417 0429 0371 1309 0906 1822,32,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,400    ESTUDILLO                    AV,,34.0318,-118.1944
210206508,03/04/2021 12:00:00 AM,03/04/2021 12:00:00 AM,2215,02,Rampart,0246,1,210,ROBBERY,0330 0916 0344 0369 0432 1822 0444,44,M,O,101,STREET,219,SCREWDRIVER,IC,Invest Cont,210,,,,600 S  ALVARADO                     ST,,34.0593,-118.275
210100956,12/12/2021 12:00:00 AM,12/12/2021 12:00:00 AM,0300,01,Central,0163,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0418 0916 0500 1822 1415,22,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,998,,,7TH,SPRING,34.0449,-118.2528
210706522,03/10/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1050,07,Wilshire,0762,1,210,ROBBERY,0330 0344 0916 0429 0416 1309 1822,40,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,1400 S  LA CIENEGA                   BL,,34.0529,-118.3762
210216960,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,1630,02,Rampart,0215,1,210,ROBBERY,1822 1606 0444 1300 0344 0916,45,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,400    SILVER LAKE                  BL,,34.0777,-118.2803
210716608,12/10/2021 12:00:00 AM,12/10/2021 12:00:00 AM,1745,07,Wilshire,0775,1,210,ROBBERY,1822 0342 1300 0336 0302 0355 0216 0916,21,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,4800    MASCOT                       ST,,34.0408,-118.3435
210120753,11/19/2021 12:00:00 AM,11/19/2021 12:00:00 AM,1350,01,Central,0195,1,210,ROBBERY,0916 0344 1606 0605 1300 1822 1403 1414,43,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,998,,,1600 S  LOS ANGELES                  ST,,34.0328,-118.2617
210411730,08/13/2021 12:00:00 AM,08/13/2021 12:00:00 AM,0900,04,Hollenbeck,0464,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0916 0552 0400 0429 0444 0408 0913,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,2300 E  3RD                          ST,,34.0418,-118.2118
210208011,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,0905,02,Rampart,0238,1,210,ROBBERY,2004 1822 0344 0416 0446 0429 0417 0445 1300 0916,24,F,H,101,STREET,514,TIRE IRON,AA,Adult Arrest,210,,,,300 N  BOYLSTON                     ST,,34.0642,-118.257
210108543,04/08/2021 12:00:00 AM,04/08/2021 12:00:00 AM,0600,01,Central,0176,1,210,ROBBERY,1310 0432 0344 1309 0916 1822,34,F,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,8TH                          ST,SAN JULIAN,34.0394,-118.2496
210605271,02/01/2021 12:00:00 AM,02/01/2021 12:00:00 AM,1925,06,Hollywood,0615,1,210,ROBBERY,0916 2018 0344 1822 1501 1300 1309 1311 0302 0326,48,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,2700    CAHUENGA                     BL,,34.117,-118.3367
210708421,05/05/2021 12:00:00 AM,05/05/2021 12:00:00 AM,2020,07,Wilshire,0758,1,210,ROBBERY,0916 0419 0448 1310 0906 0913,42,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,QUEEN ANNE                   PL,12TH                         ST,34.0516,-118.3314
210121320,11/30/2021 12:00:00 AM,11/30/2021 12:00:00 AM,1400,01,Central,0101,1,210,ROBBERY,0916 0344 0400 0429 1822 0305 2004 1403 1420 0354,37,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,FIGUEROA,ALPINE,34.0649,-118.2465
210316484,09/26/2021 12:00:00 AM,09/26/2021 12:00:00 AM,1940,03,Southwest,0362,1,210,ROBBERY,1278 0302 0334 0342 0344 0216 0432 1822 0916,36,M,H,101,STREET,102,HAND GUN,JA,Juv Arrest,210,,,,COCO                         AV,PINAFORE                     ST,34.0141,-118.3501
210210497,06/10/2021 12:00:00 AM,06/10/2021 12:00:00 AM,1600,02,Rampart,0271,1,210,ROBBERY,1822 1309 0342 0344 0605 0302 0334 0916,30,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,ALVARADO,OLYMPIC,34.0517,-118.2798
210619038,11/14/2021 12:00:00 AM,11/14/2021 12:00:00 AM,0400,06,Hollywood,0647,1,210,ROBBERY,0334 0330 1822 1501 1300 0916,41,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,ARGYLE                       AV,SELMA                        AV,34.0998,-118.3252
210121844,12/09/2021 12:00:00 AM,12/09/2021 12:00:00 AM,1055,01,Central,0182,1,210,ROBBERY,0216 0344 1300 0916 0355 1822 0302 0334 0337 0432,61,F,O,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,700 W  OLYMPIC                      BL,,34.0444,-118.2628
210309093,04/20/2021 12:00:00 AM,04/16/2021 12:00:00 AM,1600,03,Southwest,0397,1,210,ROBBERY,0334 0355 0432 0916 1309 1310 1822,39,M,H,101,STREET,207,OTHER KNIFE,AO,Adult Other,210,,,,42ND,VERMONT,34.0064,-118.2916
210317132,10/10/2021 12:00:00 AM,10/10/2021 12:00:00 AM,0700,03,Southwest,0398,1,210,ROBBERY,1822 1310 0411 1402 0344 0916 0330 0907 0432,28,M,H,101,STREET,207,OTHER KNIFE,AO,Adult Other,210,,,,500 W  VERNON                       AV,,34.0074,-118.285
